"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL3245230";"";"";"Small molecule";"";"462.55";"14";"29";"-4.35";"225.75";"13";"9";"2";"7";"N";"0.13";"12.55";"9.68";"-4.50";"-10.20";"0";"MOL";"-1";"32";"13";"13";"2";"462.2802";"1.69";"BASE";"C19H38N6O7";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"FDWLKBOFUDZIPL-YFMIWBNJSA-N";"InChI=1S/C19H38N6O7/c1-19(28)7-29-18(13(27)16(19)24-2)32-15-11(22)5-10(21)14(12(15)26)31-17-9(20)4-3-8(30-17)6-25-23/h3,9-18,24-28H,4-7,20-23H2,1-2H3/t9-,10+,11-,12+,13-,14-,15+,16-,17-,18-,19+/m1/s1";"False";"-1";"['7']";"['O-2-Amino-6-diazanyl-2,3,4,6-tetradeoxy-alpha-D-glycerohex-4-enopyranosyl(1->4)garamine']"
"CHEMBL2332674";"";"";"Small molecule";"";"436.37";"2";"3";"-0.35";"186.37";"11";"7";"2";"3";"N";"0.31";"7.74";"None";"0.68";"0.51";"2";"MOL";"-1";"31";"11";"7";"2";"436.1006";"2.43";"NEUTRAL";"C20H20O11";"O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O";"UKSPRKDZNYSFRL-WHGQDOKUSA-N";"InChI=1S/C20H20O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17-26,28H,6H2/t12-,15+,17-,18-,19-,20+/m1/s1";"False";"-1";"['15']";"['(+)-epitaxifolin 3-O-beta-D-xylopyranoside']"
"CHEMBL1163087";"";"";"Small molecule";"";"460.43";"1";"1";"-4.39";"260.89";"14";"6";"2";"8";"N";"0.22";"2.74";"5.71";"-5.35";"-5.37";"2";"MOL";"-1";"31";"16";"9";"2";"460.1125";"0.69";"ACID";"C14H20N8O8S";"NC(=O)C[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"MOAVDHSPHZUJSX-UFIIOMENSA-N";"InChI=1S/C14H20N8O8S/c15-5(1-7(16)23)13(26)21-31(27,28)29-2-6-9(24)10(25)14(30-6)22-4-20-8-11(17)18-3-19-12(8)22/h3-6,9-10,14,24-25H,1-2,15H2,(H2,16,23)(H,21,26)(H2,17,18,19)/t5-,6+,9+,10+,14+/m0/s1";"False";"-1";"['AsnSA']";"['AsnSA']"
"CHEMBL2159635";"";"";"Small molecule";"";"424.45";"2";"5";"-6.02";"228.27";"12";"8";"2";"10";"N";"0.09";"-1.78";"None";"-8.54";"-9.22";"0";"MOL";"-1";"26";"12";"8";"2";"424.0709";"2.00";"ACID";"C12H24O12S2";"O=S(=O)([O-])O[C@H]([C@@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO";"OMKXVFDVAGCPBS-AEJHIHRFSA-N";"InChI=1S/C12H24O12S2/c13-1-5(15)10(19)11(20)12(24-26(21,22)23)7(17)4-25-3-6(16)9(18)8(25)2-14/h5-20H,1-4H2/t5-,6+,7+,8+,9-,10+,11-,12-,25-/m0/s1";"False";"-1";"['10b, diastereomer']";"['(2S,3R,4S,5R,6S)-1-((1S,2R,3S,4S)-3,4-dihydroxy-2-(hydroxymethyl)tetrahydro-1H-thiophenium-1-yl)-2,4,5,6,7-pentahydroxyheptan-3-yl sulfate']"
"CHEMBL1165418";"";"";"Small molecule";"";"424.45";"1";"2";"-6.21";"247.00";"12";"10";"2";"7";"N";"0.18";"12.42";"9.61";"-6.71";"-10.92";"0";"MOL";"-1";"29";"13";"13";"2";"424.2169";"2.00";"BASE";"C16H32N4O9";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@H]1O";"JPABIPTXJZGJRR-QUORSDMHSA-N";"InChI=1S/C16H32N4O9/c17-2-1-7(22)15(27)20-6-3-5(18)14(13(26)10(6)23)29-16-9(19)12(25)11(24)8(4-21)28-16/h5-14,16,21-26H,1-4,17-19H2,(H,20,27)/t5-,6+,7-,8+,9+,10-,11+,12+,13+,14+,16+/m0/s1";"False";"-1";"['4']";"['(S)-4-amino-N-((1R,2S,3R,4R,5S)-5-amino-4-((2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-2,3-dihydroxycyclohexyl)-2-hydroxybutanamide']"
"CHEMBL4243561";"";"";"Small molecule";"";"448.57";"17";"37";"5.85";"103.34";"2";"6";"2";"6";"N";"0.14";"None";"11.41";"4.41";"-0.37";"5";"MOL";"-1";"34";"6";"6";"2";"448.2375";"-0.41";"BASE";"C28H28N6";"CCNC(=N)c1ccc2cc(-c3ccc(-c4cc5ccc(C(=N)NCC)cc5[nH]4)cc3)[nH]c2c1";"NMTBROHQQHROQK-UHFFFAOYSA-N";"InChI=1S/C28H28N6/c1-3-31-27(29)21-11-9-19-13-23(33-25(19)15-21)17-5-7-18(8-6-17)24-14-20-10-12-22(16-26(20)34-24)28(30)32-4-2/h5-16,33-34H,3-4H2,1-2H3,(H2,29,31)(H2,30,32)";"False";"-1";"['5b']";"['1,4-Bis[6-(N-ethylamidino)indol-2-yl]benzene']"
"CHEMBL3039602";"";"";"Small molecule";"";"358.30";"4";"17";"-5.67";"217.60";"11";"9";"2";"8";"N";"0.20";"3.26";"None";"-5.18";"-8.61";"0";"MOL";"-1";"24";"12";"9";"2";"358.1111";"2.09";"ACID";"C12H22O12";"O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO";"JYTUSYBCFIZPBE-AMTLMPIISA-N";"InChI=1S/C12H22O12/c13-1-3(15)10(7(18)8(19)11(21)22)24-12-9(20)6(17)5(16)4(2-14)23-12/h3-10,12-20H,1-2H2,(H,21,22)/t3-,4-,5+,6+,7-,8-,9-,10-,12+/m1/s1";"False";"-1";"['SID170466730', 'Lactobionic_acid', 'SID144206904', 'COVC-0139664257', 'LACTOBIONIC ACID', 'Lactobionic_acid', 'Lactobionic_acid', 'Lactobionic_acid', 'Lactobionic_acid']";"['SID170466730', 'Lactobionic_acid', 'SID144206904', 'MALTOBIONIC ACID', 'LACTOBIONIC ACID', 'Lactobionic_acid', 'Lactobionic_acid', 'Lactobionic_acid', 'Lactobionic_acid']"
"CHEMBL3109437";"";"";"Small molecule";"";"462.41";"1";"1";"0.79";"179.28";"11";"6";"2";"4";"N";"0.32";"6.37";"None";"1.05";"-0.08";"3";"MOL";"-1";"33";"11";"6";"2";"462.1162";"2.04";"ACID";"C22H22O11";"COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1O";"OCCFBKKDYQITFW-UFGFRKJLSA-N";"InChI=1S/C22H22O11/c1-8-16(26)18(28)19(29)22(31-8)33-21-17(27)15-12(25)6-10(23)7-14(15)32-20(21)9-3-4-13(30-2)11(24)5-9/h3-8,16,18-19,22-26,28-29H,1-2H3/t8-,16-,18+,19+,22-/m0/s1";"False";"-1";"['1c']";"['5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-((2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one']"
"CHEMBL2368795";"";"";"Small molecule";"";"424.37";"1";"1";"-3.37";"233.06";"12";"7";"2";"8";"N";"0.17";"2.93";"4.81";"-4.24";"-6.34";"1";"MOL";"-1";"27";"15";"8";"2";"390.1135";"0.42";"ACID";"C12H24N8O9";"N.N.Nc1c(C(=O)NC(CN(O)N=O)C(=O)O)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"NPJRHDVIXLKQSS-FARFGNEDSA-N";"InChI=1S/C12H18N6O9.2H3N/c13-9-6(10(22)15-4(12(23)24)1-18(26)16-25)14-3-17(9)11-8(21)7(20)5(2-19)27-11;;/h3-5,7-8,11,19-21,26H,1-2,13H2,(H,15,22)(H,23,24);2*1H3/t4?,5-,7-,8-,11-;;/m1../s1";"False";"-1";"['L-alanosine AICOR']";"['Diammonium salt; L-alanosine 5-aminoimidazole-4-carboxylic acid ribonucleoside (AICOR)']"
"CHEMBL481635";"CALCEOLARIOSIDE A";"";"Small molecule";"";"478.45";"4";"5";"0.13";"186.37";"11";"7";"2";"8";"N";"0.16";"9.01";"None";"1.54";"1.53";"2";"MOL";"-1";"34";"11";"7";"2";"478.1475";"1.80";"NEUTRAL";"C23H26O11";"O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O)[C@H](OCCc2ccc(O)c(O)c2)O[C@@H]1CO";"UHIGZYLCYRQESL-VJWFJHQPSA-N";"InChI=1S/C23H26O11/c24-11-18-22(34-19(29)6-3-12-1-4-14(25)16(27)9-12)20(30)21(31)23(33-18)32-8-7-13-2-5-15(26)17(28)10-13/h1-6,9-10,18,20-28,30-31H,7-8,11H2/b6-3+/t18-,20-,21-,22-,23-/m1/s1";"False";"-1";"['2', 'Calceolarioside', '1']";"['Calceolarioside A', 'Calceolarioside', '3,4-Dihydroxyphenylethyl 4-O-((trans)-3,4-dihydroxycinnamoyl)-beta-D-glucopyranoside']"
"CHEMBL2295879";"";"";"Small molecule";"";"450.40";"3";"13";"0.42";"186.37";"11";"7";"2";"3";"N";"0.32";"8.42";"None";"1.01";"0.97";"2";"MOL";"-1";"32";"11";"7";"2";"450.1162";"2.24";"NEUTRAL";"C21H22O11";"C[C@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@H](c2cc(O)c(O)c(O)c2)CC3=O)[C@@H](O)[C@@H](O)[C@@H]1O";"IRGHPQOLLAESSF-JMAUVJDUSA-N";"InChI=1S/C21H22O11/c1-7-17(26)19(28)20(29)21(30-7)31-9-4-10(22)16-11(23)6-14(32-15(16)5-9)8-2-12(24)18(27)13(25)3-8/h2-5,7,14,17,19-22,24-29H,6H2,1H3/t7-,14+,17-,19+,20+,21+/m1/s1";"False";"-1";"['5']";"["5,3',4',5'-Tetrahydroxyflavanone-7-O-beta-D-rhamnopyranoside"]"
"CHEMBL260584";"";"";"Small molecule";"";"381.40";"2";"3";"-3.22";"161.43";"11";"6";"2";"4";"N";"0.29";"12.16";"2.17";"-3.14";"-3.14";"0";"MOL";"-1";"25";"10";"6";"1";"381.1094";"1.55";"NEUTRAL";"C14H23NO9S";"CC1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](CO)O[C@H]2S1";"KKDNACMRNFMINZ-MSKDZHJNSA-N";"InChI=1S/C14H23NO9S/c1-4-15-7-9(19)12(6(3-17)23-14(7)25-4)24-13-11(21)10(20)8(18)5(2-16)22-13/h5-14,16-21H,2-3H2,1H3/t5-,6-,7-,8-,9-,10+,11+,12-,13+,14+/m1/s1";"False";"-1";"['2, ManG-thiazoline']";"['O-(beta-D-mannopyranosyl)-(1->4)-(1,2-dideoxy-alpha-D-glucopyrano)-[2,1-d]-2-thiazoline']"
"CHEMBL3215372";"";"";"Small molecule";"";"466.44";"1";"2";"-3.53";"195.60";"12";"7";"2";"8";"N";"0.19";"3.71";"None";"-2.84";"-6.14";"0";"MOL";"-1";"29";"12";"7";"2";"444.1301";"1.51";"ACID";"C16H27NaO12S";"CO[C@@H]1O[C@@H](CO)[C@@H](O[C@@H]2O[C@@H](CSC(C)C(=O)[O-])[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O.[Na+]";"SFXIDPMGWFKROK-MOSNWZODSA-M";"InChI=1S/C16H28O12S.Na/c1-5(14(23)24)29-4-7-8(18)9(19)11(21)16(27-7)28-13-6(3-17)26-15(25-2)12(22)10(13)20;/h5-13,15-22H,3-4H2,1-2H3,(H,23,24);/q;+1/p-1/t5?,6-,7-,8-,9-,10+,11-,12-,13+,15+,16-;/m0./s1";"False";"-1";"['31']";"['2-[6-(4,5-Dihydroxy-2-hydroxymethyl-6-methoxy-tetrahydro-pyran-3-yloxy)-3,4,5-trihydroxy-tetrahydro-pyran-2-ylmethylsulfanyl]-propionate; compound with sodium']"
"CHEMBL502001";"";"Methyl N-Acetyllactosaminide";"Small molecule";"";"397.38";"6";"10";"-4.60";"187.40";"11";"7";"2";"6";"N";"0.23";"11.91";"None";"-4.35";"-4.35";"0";"MOL";"-1";"27";"12";"7";"2";"397.1584";"1.70";"NEUTRAL";"C15H27NO11";"CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O";"PKPZITUQXLANSE-AEBMIEDASA-N";"InChI=1S/C15H27NO11/c1-5(19)16-8-10(21)13(7(4-18)26-14(8)24-2)27-15-12(23)11(22)9(20)6(3-17)25-15/h6-15,17-18,20-23H,3-4H2,1-2H3,(H,16,19)/t6-,7-,8-,9+,10-,11+,12-,13-,14-,15+/m1/s1";"False";"-1";"['54', 'Figure1, R1C3, page 7812', 'LacNAc- beta-OMe']";"['Methyl-beta-Lactose-N-Acyl', 'methyl N-acetyllactosaminide', 'N-((2R,3R,4R,5S,6R)-4-hydroxy-6-(hydroxymethyl)-2-methoxy-5-((2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)tetrahydro-2H-pyran-3-yl)acetamide']"
"CHEMBL1975374";"";"";"Small molecule";"";"480.38";"52";"52";"-0.79";"241.74";"13";"10";"2";"3";"N";"0.16";"5.94";"None";"-0.90";"-2.57";"3";"MOL";"-1";"34";"13";"10";"2";"480.0904";"2.12";"ACID";"C21H20O13";"O=c1c(O)c(-c2cc(O)c(O)cc2O)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12";"YHQOEBIHPWOMKE-UHFFFAOYSA-N";"InChI=1S/C21H20O13/c22-4-11-14(27)17(30)19(32)21(34-11)12-9(26)3-10-13(15(12)28)16(29)18(31)20(33-10)5-1-7(24)8(25)2-6(5)23/h1-3,11,14,17,19,21-28,30-32H,4H2";"False";"-1";"['SID524844']";"['SID524844']"
"CHEMBL1098724";"MIQUELIANIN";"Miquelianin";"Small molecule";"";"464.38";"4";"6";"-0.54";"210.51";"12";"8";"2";"4";"N";"0.23";"6.37";"None";"-0.14";"-1.30";"3";"MOL";"-1";"33";"12";"8";"2";"464.0955";"2.16";"ACID";"C21H20O12";"O=c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"OVSQVDMCBVZWGM-DHALZPNHSA-N";"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21-/m1/s1";"False";"-1";"['8', '7d']";"['miquelianin', '2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one']"
"CHEMBL3215463";"";"";"Small molecule";"";"475.45";"1";"1";"-4.15";"221.62";"12";"8";"2";"8";"N";"0.18";"11.91";"None";"-3.45";"-3.45";"1";"MOL";"-1";"33";"13";"9";"2";"475.1690";"1.09";"NEUTRAL";"C20H29NO12";"NC(=O)[C@H](O[C@@H]1O[C@@H](CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O)c1ccccc1";"OCQMNDCGKQJTNY-PKIIKHSSSA-N";"InChI=1S/C20H29NO12/c21-18(29)17(8-4-2-1-3-5-8)33-20-16(28)14(26)12(24)10(32-20)7-30-19-15(27)13(25)11(23)9(6-22)31-19/h1-5,9-17,19-20,22-28H,6-7H2,(H2,21,29)/t9-,10-,11+,12+,13-,14-,15-,16-,17+,19+,20-/m0/s1";"False";"-1";"['8']";"['2-(R)-Phenyl-2-[3,4,5-trihydroxy-6-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxymethyl)-tetrahydro-pyran-2-yloxy]-acetamide']"
"CHEMBL147408";"";"";"Small molecule";"";"403.39";"2";"2";"-3.77";"175.50";"11";"6";"2";"7";"N";"0.26";"9.70";"9.01";"-3.31";"-4.58";"1";"MOL";"-1";"28";"12";"6";"2";"403.1591";"1.35";"BASE";"C16H25N3O9";"CCNC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O";"WOBQDQALMHUJNJ-OUQNRHAVSA-N";"InChI=1S/C16H25N3O9/c1-2-17-5-7-10(21)13(24)15(28-7)26-6-8-11(22)12(23)14(27-8)19-4-3-9(20)18-16(19)25/h3-4,7-8,10-15,17,21-24H,2,5-6H2,1H3,(H,18,20,25)/t7-,8-,10-,11-,12-,13-,14-,15-/m1/s1";"False";"-1";"['IX', 'Table S1, R8C1']";"['1-[5-[5-ethylaminomethyl-3,4-dihydroxy-(2R,3R,4R,5R)-tetrahydro-2-furanyloxymethyl]-3,4-dihydroxy-(2R,3R,4R,5R)-tetrahydro-2-furanyl]-1,2,3,4-tetrahydro-2,4-pyrimidinedione', '1-((2R,3R,4S,5R)-5-(((2R,3R,4S,5R)-5-((ethylamino)methyl)-3,4-dihydroxytetrahydrofuran-2-yloxy)methyl)-3,4-dihydroxytetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione']"
"CHEMBL4291435";"";"";"Small molecule";"";"464.43";"5";"11";"-2.12";"196.49";"11";"6";"2";"9";"N";"0.24";"-4.52";"None";"-2.09";"-5.56";"2";"MOL";"-1";"33";"13";"6";"2";"464.1543";"-0.07";"ACID";"C20H24N4O9";"COc1ccc(-c2cn(CC(=O)N[C@H]3[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]3O)nn2)cc1";"OUPACMPVCKGMEH-RMIBSVFLSA-N";"InChI=1S/C20H24N4O9/c1-32-11-4-2-10(3-5-11)12-7-24(23-22-12)8-16(28)21-17-13(26)6-15(20(30)31)33-19(17)18(29)14(27)9-25/h2-7,13-14,17-19,25-27,29H,8-9H2,1H3,(H,21,28)(H,30,31)/t13-,14+,17+,18+,19+/m0/s1";"False";"-1";"['44', '13e']";"['5-(2-(4-(4-methoxyphenyl)-1H-1,2,3-triazol-1-yl)acetamido))-2,3,5-trideoxy-D-glycero-D-galacto-2-nonulopyranosonic acid', '5-(2-(4-(4-Methoxyphenyl)-1H-1,2,3-triazol-1-yl))-acetamido-2,3,5-trideoxy-D-glycero-D-galacto-2-nonulopyranosonic Acid']"
"CHEMBL453290";"TRIFOLIN";"Trifolin";"Small molecule";"";"448.38";"14";"22";"-0.24";"190.28";"11";"7";"2";"4";"N";"0.28";"6.37";"None";"0.16";"-1.00";"3";"MOL";"-1";"32";"11";"7";"2";"448.1006";"2.07";"ACID";"C21H20O11";"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"JPUKWEQWGBDDQB-DTGCRPNFSA-N";"InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13-,15+,17+,18-,21+/m1/s1";"False";"-1";"['3', 'kaempferol-3-O-beta-galactopyranoside', 'Trifolin', '10', '13', '12', '12', '16']";"['trifolin', 'kaempferol-3-O-beta-galactopyranoside', 'Trifolin', '5,7-dihydroxy-2-(4-hydroxyphenyl)-3-((2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one', 'Kaempferol-3-O-beta-D-galactoside', 'kaempferol-3-O-beta-galactopyranoside', 'trifolin', 'kaempferol 3-O-beta-D-galactopyranoside']"
"CHEMBL3622809";"";"";"Small molecule";"";"406.38";"2";"6";"-2.89";"175.37";"11";"6";"2";"4";"N";"0.26";"12.12";"None";"-3.79";"-3.79";"0";"MOL";"-1";"28";"11";"6";"2";"406.1475";"3.14";"NEUTRAL";"C17H26O11";"CC(=O)O[C@]1(C)C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21";"CAFTUQNGDROXEZ-NINKYYIQSA-N";"InChI=1S/C17H26O11/c1-7(19)28-16(2)5-9(20)17(24)3-4-25-15(13(16)17)27-14-12(23)11(22)10(21)8(6-18)26-14/h3-4,8-15,18,20-24H,5-6H2,1-2H3/t8-,9-,10-,11+,12-,13-,14+,15+,16-,17-/m1/s1";"False";"-1";"['7']";"['8-acetyl harpagoside']"
"CHEMBL438870";"";"";"Small molecule";"";"462.36";"1";"2";"-0.72";"207.35";"12";"7";"2";"3";"N";"0.15";"6.91";"None";"-0.07";"-0.69";"3";"MOL";"-1";"33";"12";"7";"2";"462.0798";"1.45";"NEUTRAL";"C21H18O12";"O=C(Oc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O";"DBCOQZCHOPRYAK-OBKDMQGPSA-N";"InChI=1S/C21H18O12/c22-9-2-1-7(3-10(9)23)13-6-12(25)15-11(24)4-8(5-14(15)32-13)31-21(30)19-17(27)16(26)18(28)20(29)33-19/h1-6,16-20,22-24,26-29H/t16-,17-,18+,19-,20+/m1/s1";"False";"-1";"['7']";"['luteolin 7-O-beta-D-glucuronide']"
"CHEMBL3934928";"";"";"Small molecule";"";"443.27";"2";"5";"-0.81";"212.37";"12";"6";"2";"6";"N";"0.24";"0.89";"4.92";"-4.18";"-6.07";"2";"MOL";"-1";"27";"14";"6";"2";"443.0066";"1.13";"ACID";"C10H15N5O9P2S";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(S)OP(=O)(O)O)[C@@H](O)[C@H]1O";"LPUNOWSWFBIBQH-PAHOEEHLSA-N";"InChI=1S/C10H15N5O9P2S/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(23-10)1-22-26(21,27)24-25(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,27)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-,26+/m1/s1";"False";"-1";"['10a; ADPalphaS']";"['(Sp)-Adenosine alpha-thio-diphosphate']"
"CHEMBL3408474";"";"";"Small molecule";"";"445.41";"5";"5";"-3.72";"245.87";"13";"6";"2";"7";"N";"0.24";"2.98";"6.97";"-6.91";"-7.66";"2";"MOL";"-1";"30";"15";"8";"2";"445.1016";"0.58";"ACID";"C14H19N7O8S";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS(=O)(=O)NC(=O)[C@@H](N)CC(=O)O)[C@@H](O)[C@H]1O";"DNERJDHXQJFAPU-UFIIOMENSA-N";"InChI=1S/C14H19N7O8S/c15-5(1-7(22)23)13(26)20-30(27,28)2-6-9(24)10(25)14(29-6)21-4-19-8-11(16)17-3-18-12(8)21/h3-6,9-10,14,24-25H,1-2,15H2,(H,20,26)(H,22,23)(H2,16,17,18)/t5-,6+,9+,10+,14+/m0/s1";"False";"-1";"['15f']";"["5'-(N-L-aspartyl-sulfonamido)-5'-deoxyadenosine"]"
"CHEMBL88070";"";"";"Small molecule";"";"458.48";"7";"13";"-0.31";"188.87";"11";"6";"2";"9";"N";"0.25";"4.67";"6.61";"-1.01";"-2.49";"3";"MOL";"-1";"33";"12";"7";"2";"458.1914";"0.49";"ACID";"C21H26N6O6";"Nc1nc(NCCc2ccc(CCC(=O)O)cc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O";"PZXWQOIRBVHQTI-WLEDDMDJSA-N";"InChI=1S/C21H26N6O6/c22-18-15-19(27(10-24-15)20-17(32)16(31)13(9-28)33-20)26-21(25-18)23-8-7-12-3-1-11(2-4-12)5-6-14(29)30/h1-4,10,13,16-17,20,28,31-32H,5-9H2,(H,29,30)(H3,22,23,25,26)/t13-,16-,17-,20?/m1/s1";"False";"-1";"['3y', '38']";"['3-(4-{2-[6-Amino-9-(3,4-dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-2-ylamino]-ethyl}-phenyl)-propionic acid', '3-(4-{2-[6-Amino-9-(3,4-dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-2-ylamino]-ethyl}-phenyl)-propionic acid']"
"CHEMBL4071896";"";"";"Small molecule";"";"477.40";"2";"4";"-5.33";"258.84";"13";"8";"2";"7";"N";"0.16";"-2.07";"None";"-6.40";"-10.47";"0";"MOL";"-1";"31";"16";"8";"2";"477.0788";"1.94";"ACID";"C14H23NO15S";"CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OS(=O)(=O)O)[C@@H](CO)O[C@H]1O";"AVJBPWGFOQAPRH-FWMKGIEWSA-N";"InChI=1S/C14H23NO15S/c1-3(17)15-5-10(9(30-31(24,25)26)4(2-16)27-13(5)23)28-14-8(20)6(18)7(19)11(29-14)12(21)22/h4-11,13-14,16,18-20,23H,2H2,1H3,(H,15,17)(H,21,22)(H,24,25,26)/t4-,5-,6+,7+,8-,9+,10-,11-,13-,14-/m1/s1";"False";"-1";"['Dermatan', 'Heparin']";"['Dermatan', 'Heparin']"
